d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__JADKCZ01	3850234.0	3850234.0	2
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__JADKCZ01;s__	3850234.0	3850234.0	2
d__Bacteria;p__Patescibacteria	813802.5744111349	770500.5	1868
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	932007.4831460674	868577.5	356
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664	965663.3333333334	997077.0	27
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664	1170348.2	1106942.0	15
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__GCA-016699105	1072927.5	1072927.5	2
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__GCA-016699105;s__	1072927.5	1072927.5	2
d__Bacteria;p__Myxococcota;c__Polyangia	6374256.619512195	6162969.0	410
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales	7765645.237113402	8074997.0	97
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae	7849265.691489362	8097939.0	94
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01	8009872.328947368	8269833.5	76
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__	8004951.985915493	8260690.0	71
d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__	2490810.8333333335	2461019.0	6
d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__	2490810.8333333335	2461019.0	6
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01	2475434.6464088396	2607551.0	181
d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	2484260.66091954	2613714.0	174
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales	4155715.2397260275	4363107.0	146
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	4155715.2397260275	4363107.0	146
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buchnera	460022.25	473162.0	4
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buchnera;s__	460022.25	473162.0	4
d__Bacteria;p__Bacteroidota	3462792.751219512	3202728.5	2050
d__Bacteria;p__Bacteroidota;c__Bacteroidia	3557393.085746735	3304008.0	1761
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	3026713.301694915	2848935.0	295
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402	2498306.2	2395387.0	5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389	2555994.5	2671917.0	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__	2555994.5	2671917.0	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	3801002.657784011	3479175.0	713
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae	3804561.337962963	3519112.0	648
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter	3369910.986666667	3142642.0	75
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__	3369910.986666667	3142642.0	75
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales	3062787.547987616	3026367.5	646
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae	4761232.833333333	4365543.0	12
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__	4761232.833333333	4365543.0	12
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	4761232.833333333	4365543.0	12
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria	4421103.614525139	4277024.0	358
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales	4421103.614525139	4277024.0	358
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JADMIN01	4194480.25203252	4348258.0	123
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JADMIN01;g__JAJPKE01	4618038.666666667	4989046.5	36
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__JADMIN01;g__JAJPKE01;s__	4505986.242424242	4972903.0	33
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas	5199803.666666667	5216868.5	36
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas acidovorans	5851719.260869565	6348614.0	23
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae	3405500.960591133	3351903.0	203
d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Terrabacter	3252210.8571428573	3256924.0	21
