"oxygen tolerance","pH optimum","salinity optimum","temperature optimum","doubling time","genome size","GC content","gene density","proportion free living","biosynthetic clusters","proportion_RS_genomes","Uncultivated"
0,6.23306707579987,1.53172768102469,49.5169836118378,8.784529,3572286.11322671,0.58,1.04503975663828,1,1,0.333333333333333,"Cultivated representative"
0,6.16769298270304,1.12094233318372,44.0019362416704,6.4748053,1846069.77747642,0.655,1.12941143068334,1,1,0,"Uncultivated"
0,6.76550191248241,0.193501369212342,43.0418884145651,1.9608215,1757795.52715655,0.48,1.16796211671071,1,1,0.0909090909090909,"Cultivated representative"
0,5.19599785527088,1.85682598744275,41.6788487283264,10.4378625,2110372.12943633,0.51,1.01181294050115,1,0,0,"Uncultivated"
0,7.31273103966724,1.56410890922484,49.3147583688014,8.867576,1831337.97909408,0.58,1.34514473148476,1,0,0,"Uncultivated"
0,6.32903748392863,1.8177536708827,41.5607798310425,8.26974335714286,2080856.70083156,0.52,1.10802896958111,1,2,0.05,"Cultivated representative"
0,7.22557151200779,3.02650194784587,48.031391361856,9.84789333333333,2290643.37273773,0.5,1.0901082286216,1,0,0,"Uncultivated"
0,6.41637253438907,1.16909671458246,34.3118008109477,3.33625633333333,3229992.84399918,0.47,0.933035698743409,1,2.5,0.263157894736842,"Cultivated representative"
0,7.42665162340843,3.00916620649889,44.0372719372998,13.135042,2727345.42916957,0.41,1.17143409977748,1,1,0,"Uncultivated"
0,6.75713867699525,2.84574778605666,44.8354707145031,11.8069684545455,2484473.66851554,0.42,1.21315598895285,1,1,0.111111111111111,"Cultivated representative"
0,7.04269320034662,2.98013374897579,50.6972172505142,13.94698,1777209.70537262,0.42,1.10805012433566,1,0,0,"Uncultivated"
0,7.01696919819303,5.8015205781043,40.1812121742146,6.561978,2294538.29412374,0.4,1.05487943739888,1,1,0.428571428571429,"Cultivated representative"
0,6.41468638973925,3.03635094801781,42.7211663885092,11.67684,2039070.81967213,0.43,1.00752039506075,1,0,0.0833333333333333,"Cultivated representative"
0,6.08773767131562,2.98196375761906,44.9805942905883,9.01973965,2823531.02011588,0.42,0.977983462375744,1,2,0.647435897435897,"Cultivated representative"
0,6.20141995861658,1.6018223502793,36.3941067888518,13.60179,3434368.08581964,0.52,0.996285566288456,1,1,0,"Uncultivated"
0,6.44507477496737,1.14701580663462,40.4791682246671,13.171454173913,2644325.04440497,0.52,1.10620104229814,1,1,0.0178571428571429,"Cultivated representative"
0,5.92942294108044,0.501642784444678,42.410968556532,12.195955,2116785.0027169,0.52,1.15646250394212,1,0,0,"Uncultivated"
0,6.68211658932915,4.53833981845145,55.0211649508998,12.3591157142857,2002317.73667029,0.45,1.16775257452645,1,0,0,"Uncultivated"
0,7.57685355172088,0,38.5955883001753,4.9286395,1436561.0404966,0.42,1.11361036518044,1,0,0,"Uncultivated"
0,8.10893684841883,1.28812568534228,50.6859789345685,7.3628425,1184736.49364407,0.43,1.29086396595965,0,0,0,"Uncultivated"
0,7.7162404176294,0.46383140963129,42.8686903144005,5.287834,1260101.97324858,0.49,1.21281803630677,0,0,0,"Uncultivated"
0,7.57068973184831,1.02794558332059,37.1494632415336,6.933184,1295671.70868347,0.46,1.14840447012981,0,0,0,"Uncultivated"
0,8.59578857260643,2.65078412645427,38.4378314854103,7.691714,1252609.4551807,0.38,1.19675924917085,0,0,0,"Uncultivated"
0,7.54411745539624,2.1442926133772,37.970189257853,11.186225,1347397.88687025,0.48,1.14864916738807,0,0,0,"Uncultivated"
0,7.48088486430089,0,48.2728119402666,5.001506,1012391.33553292,0.43,1.33166403339198,0,0,0,"Uncultivated"
0,7.23030301247615,0.873676040375926,50.296714745664,13.636175,1577327.25122487,0.59,1.12800426800401,1,0,0,"Uncultivated"
0,6.00604926571786,4.45784688676402,57.0167749017784,7.427403,1699990.85326016,0.38,1.08070465633054,1,1,0.263157894736842,"Cultivated representative"
0,5.24197858148932,3.44833221312539,52.4643388921895,12.3932838,1594206.94645441,0.39,1.18464374902982,1,2,0,"Uncultivated"
0,4.83607591414427,3.08258178454128,48.7962552400485,6.50356233333333,2131622.95757243,0.34,1.20325083850738,1,0,0.166666666666667,"Cultivated representative"
0,5.39446678471699,4.08447771058475,47.4268823390683,4.472632,2579561.36288455,0.34,1.20208933016366,1,1,0.307692307692308,"Cultivated representative"
0,5.56358169518722,6.41574753585058,47.0849304128533,1.776159,1518786.80800942,0.32,1.10221412230021,1,0,0.207792207792208,"Cultivated representative"
